Symbol,Company Name,Thomson Reuters,Argus Analyst,Argus A6 Quantitative,Market Edge,Morgan Stanley,SmartConsensus,Thomson Reuters Consensus,TipRanks Analyst Consensus,TipRanks Blogger Sentiment
RBCN,"Rubicon Technology, Inc.",Neutral,--,,NC,--,Drop,3.0,,
RUBY,Rubius Therapeutics Inc,Negative,--,,NC,Equalweight,,2.2,Moderate Buy,N/A
RMBL,RumbleON Inc,Neutral,--,,NC,--,,1.6,Strong Buy,Bullish
RWAY,Runway Growth Finance Corp,Positive,--,,NC,--,,1.6,Moderate Buy,N/A
RUSHA,"Rush Enterprises, Inc.",Positive,--,,Neutral From Avoid,--,Hold,2.0,N/A,Bullish
RSI,Rush Street Interactive Inc,Negative,--,,NC,--,,2.0,Strong Buy,Bullish
RSHN,Rushnet Inc,--,--,,NC,--,,0.0,,
RUTH,"Ruth's Hospitality Group, Inc.",Positive,--,HOLD,Long,--,Hold,2.3,Moderate Buy,Bullish
RVLP,RVL Pharmaceuticals PLC,Negative,--,,NC,--,,2.0,Moderate Buy,N/A
RWEOY,RWE AG (ADR),--,--,,NC,--,,1.0,,
RXRA,RXR Acquisition Corp,--,--,,NC,--,,0.0,,
RXST,Rxsight Inc,Neutral,--,,NC,--,,1.8,Strong Buy,N/A
RYAN,Ryan Specialty Holdings Inc,Positive,--,,NC,--,,2.1,Moderate Buy,N/A
RYAAY,Ryanair Holdings plc (ADR),--,--,,Neutral From Avoid,--,,1.3,Strong Buy,Bullish
R,"Ryder System, Inc.",Positive,--,BUY,Neutral From Long,--,Hold,2.8,Hold,Bullish
RYI,Ryerson Holding Corp,Positive,--,,Neutral From Avoid,--,,3.0,Hold,Bullish
RHP,Ryman Hospitality Properties Inc,Neutral,--,,NC,--,Drop,2.3,Moderate Buy,Bullish
STBA,S & T Bancorp Inc,Positive,--,HOLD,Long,--,Hold,2.8,N/A,Bullish
SPGI,S&P Global Inc,Neutral,Buy,BUY,Long,Overweight,Hold,1.8,Strong Buy,Bullish
SANW,S&W Seed Company,Negative,--,,NC,--,,2.0,Moderate Buy,Bullish
SABS,SAB Biotherapeutics Inc,Neutral,--,,NC,--,,1.5,Moderate Buy,N/A
BRW,Saba Capital Income & Opportunities Fund,--,--,,NC,--,,0.0,,
SBR,Sabine Royalty Trust,Positive,--,,Neutral From Avoid,--,Hold,5.0,N/A,Bullish
SBRA,Sabra Health Care REIT Inc,Negative,--,BUY,Long,--,Sell,2.4,Moderate Buy,Bullish
SABR,Sabre Corp,Neutral,--,HOLD,Long,Equalweight,Sell,2.3,Moderate Buy,Bullish
SACH,Sachem Capital Corp,Positive,--,,NC,--,,1.5,Strong Buy,Bullish
SB,Safe Bulkers Inc,Positive,--,,NC,--,Drop,2.0,Moderate Buy,Bullish
SFE,"Safeguard Scientifics, Inc",Neutral,--,,Long,--,Hold,2.0,,
SAFE,Safehold Inc,Negative,--,HOLD,NC,--,,2.4,Moderate Buy,Bullish
SAFT,"Safety Insurance Group, Inc.",Neutral,--,BUY,Avoid,--,Hold,3.0,N/A,Bullish
SGA,Saga Communications Inc,Positive,--,,NC,--,,3.0,,
SAGA,Sagaliam Acquisition Corp,--,--,,NC,--,,0.0,,
SAGE,SAGE Therapeutics Inc,Neutral,--,,Long,Equalweight,Sell,2.2,Moderate Buy,Bearish
SAI,SAI.TECH Global Corp,--,--,,NC,--,,0.0,,
SAIA,Saia Inc,Positive,--,HOLD,Long,Underweight,Buy,2.3,Moderate Buy,Bullish
SAIL,Sailpoint Technologies Holdings Inc,Neutral,--,BUY,NC,--,,2.8,Hold,Bullish
SKAS,Saker Aviation Services Inc,--,--,,NC,--,,0.0,,
SLRX,Salarius Pharmaceuticals Inc,Negative,--,,NC,--,,1.0,N/A,Bullish
SALM,Salem Media Group Inc,Positive,--,,NC,--,,1.8,Moderate Buy,Bullish
CRM,Salesforce Inc,Neutral,Buy,HOLD,Long,Overweight,Buy,1.8,Strong Buy,Bullish
,Salient Midstream & MLP Fund,--,--,,NC,--,,0.0,,
SAL,"Salisbury Bancorp, Inc.",Neutral,--,,NC,--,,1.0,N/A,Bullish
SBH,"Sally Beauty Holdings, Inc.",Neutral,--,HOLD,Long,Underweight,Sell,3.2,Hold,Bullish
IOT,Samsara Inc,Neutral,--,,NC,Overweight,,2.0,Strong Buy,Bullish
SJT,San Juan Basin Royalty Trust,Positive,--,,Long,--,Hold,3.0,N/A,Bullish
SANA,Sana Biotechnology Inc,Negative,--,,NC,Overweight,,2.3,Moderate Buy,Bullish
SANB,Sanaby Health Acquisition Corp I,--,--,,NC,--,,0.0,,
SMTI,Sanara Medtech Inc,Neutral,--,,NC,--,,2.0,Moderate Buy,Bullish
SBII,Sandbridge X2 Corp,--,--,,NC,--,,0.0,,
SD,SandRidge Energy Inc.,Positive,--,,NC,--,,3.0,N/A,Bullish
SDTTU,Sandridge Mississippian Trust I,Negative,--,,NC,--,,0.0,,
SDON,Sandston Corporation,--,--,,NC,--,,0.0,,
SASR,Sandy Spring Bancorp Inc.,Positive,--,,Long,--,Hold,2.3,N/A,Bullish
SGMO,Sangamo Therapeutics Inc,Neutral,--,,Long,--,Sell,2.1,Moderate Buy,Bullish
SGBI,"Sangui Biotech International, Inc.",--,--,,NC,--,,0.0,,
SANM,Sanmina Corp,Positive,Buy,HOLD,Long,--,Hold,2.3,Moderate Buy,N/A
SNY,Sanofi SA (ADR),--,Buy,BUY,Avoid,--,Hold,1.3,Moderate Buy,Bullish
SCZC,Santa Cruz County Bank,--,--,,NC,--,,0.0,,
SSLZY,Santos Ltd (ADR),--,--,,NC,--,,0.0,,
SNWV,"SANUWAVE Health, Inc.",--,--,,NC,--,,2.0,,
SAP,SAP SE (ADR),--,Hold,HOLD,Neutral From Avoid,--,Hold,2.3,Moderate Buy,Bullish
SPNS,Sapiens International Corporation N.V.,Neutral,--,,NC,--,,2.0,Moderate Buy,Bearish
SPPJY,Sappi Limited (ADR),--,--,,NC,--,,1.0,,
SAR,Saratoga Investment Corp,Neutral,--,,NC,--,,1.5,Strong Buy,Bullish
STRC,Sarcos Technology and Robotics Corp,Neutral,--,,NC,--,,2.3,Hold,Bullish
SRPT,Sarepta Therapeutics Inc,Neutral,--,,Long,Equalweight,Hold,1.9,Strong Buy,Bullish
SRSA,Sarissa Capital Acquisition Corp,Positive,--,,NC,--,,0.0,,
SSL,Sasol Ltd (ADR),--,--,,Avoid,--,Drop,1.0,N/A,Bullish
SATL,Satellogic V Inc,--,--,,NC,--,,4.0,Moderate Sell,N/A
SATT,Sativus Tech Corp,--,--,,NC,--,,0.0,,
STSA,Satsuma Pharmaceuticals Inc,Neutral,--,,NC,--,,2.3,Moderate Buy,N/A
BFS,Saul Centers Inc,Positive,--,BUY,Long,--,Hold,2.7,Hold,Neutral
SVRA,Savara Inc,Neutral,--,,NC,--,,1.6,Moderate Buy,Bullish
SVFD,Save Foods Inc,Neutral,--,,NC,--,,0.0,,
SVMB,SavMobi Technology Inc,--,--,,NC,--,,0.0,,
SBFG,SB Financial Group Inc,Positive,--,,NC,--,,1.0,,
SBAC,SBA Communications Corporation,Neutral,--,BUY,Long,Overweight,Hold,2.2,Strong Buy,Bullish
SCSC,"ScanSource, Inc.",Positive,--,BUY,Avoid,--,Buy,1.5,N/A,Bullish
SVIN,Scheid Vineyards Inc,--,--,,NC,--,,0.0,,
SLB,Schlumberger NV,Positive,Buy,BUY,Avoid,Overweight,Hold,1.8,Strong Buy,Bullish
SMIT,"Schmitt Industries, Inc.",Negative,--,,NC,--,,0.0,,
SNDR,Schneider National Inc,Positive,--,,NC,Overweight,,2.6,Moderate Buy,Bullish
SCHN,"Schnitzer Steel Industries, Inc.",Positive,--,,Neutral From Avoid,--,Hold,2.3,Moderate Buy,Bullish
SRRK,Scholar Rock Holding Corp,Neutral,--,,NC,--,,2.0,Strong Buy,N/A
SCHL,Scholastic Corp,Positive,--,HOLD,Long,--,Hold,3.0,,
SDGR,Schrodinger Inc,Negative,--,,NC,Equalweight,,2.0,Strong Buy,Bullish
SAMA,Schultze Special Purpose Acq Corp II,--,--,,NC,--,,0.0,,
SCIA,SCI Engineered Materials Inc,--,--,,NC,--,,0.0,,
SAIC,Science Applications International Corp,Positive,--,HOLD,Long,Overweight,Hold,2.5,Moderate Buy,Bullish
SSAA,Science Strategic Acquisition Alpha Corp,Neutral,--,,NC,--,,0.0,,
SJ,Scienjoy Holding Corp,Neutral,--,,NC,--,,0.0,,
SCND,"Scientific Industries, Inc.",--,--,,NC,--,,3.0,,
SCOA,Scion Tech Growth I,Neutral,--,,NC,--,,0.0,,
SCOB,ScION Tech Growth II,Neutral,--,,NC,--,,0.0,,
SCPL,SciPlay Corp,Neutral,--,,NC,Equalweight,,2.4,Moderate Buy,Bullish
SPRC,Scisparc Ltd,--,--,,NC,--,,0.0,,
SCPJ,Scope Industries,--,--,,NC,--,,0.0,,
SCPS,Scopus Biopharma Inc,--,--,,NC,--,,2.0,,
SCRYY,SCOR SE (ADR),--,--,,NC,--,,0.0,,
STNG,Scorpio Tankers Inc.,Positive,--,,Long,--,Hold,1.7,Strong Buy,Bullish
SLGD,Scotts Liquid Gold Inc,--,--,,NC,--,,0.0,,
SMG,Scotts Miracle-Gro Co,Negative,--,SELL,Neutral From Avoid,--,Sell,2.5,Hold,Bullish
SCTC,Scoutcam Inc,--,--,,NC,--,,0.0,,
SHAC,SCP & Healthcare Acquisition Co,Neutral,--,,NC,--,,0.0,,
SCPH,Scpharmaceuticals Inc,Negative,--,,NC,--,,2.3,Moderate Buy,Bullish
SCRM,Screaming Eagle Acquisition Corp,--,--,,NC,--,,0.0,,
SRL,Scully Royalty Ltd,Neutral,--,,NC,--,,0.0,,
SCUA,Sculptor Acquisition Corp I,--,--,,NC,--,,0.0,,
SCU,Sculptor Capital Management Inc,Neutral,--,,NC,--,Drop,3.0,Hold,Bullish
WORX,Scworx Corp,--,--,,NC,--,,0.0,N/A,Bearish
SCYX,SCYNEXIS Inc,Neutral,--,,NC,--,,1.7,Moderate Buy,Bullish
SEDA,SDCL EDGE Acquisition Corporation,--,--,,NC,--,,0.0,,
SE,Sea Ltd (ADR),Neutral,--,,NC,Overweight,,1.8,Strong Buy,Bullish
SEB,Seaboard Corp,Positive,--,,NC,--,,0.0,N/A,Bullish
SA,"Seabridge Gold, Inc. (USA)",--,--,,Neutral From Avoid,--,,1.8,Moderate Buy,Bullish
SEAC,SeaChange International Inc,Neutral,--,,Neutral From Avoid,--,Sell,2.0,N/A,Bearish
SBCF,Seacoast Banking Corporation of Florida,Positive,--,BUY,Long,--,Hold,2.7,Moderate Buy,N/A
SMHI,SEACOR Marine Holdings Inc,Neutral,--,,NC,--,,3.0,,
SFRX,Seafarer Exploration Corp,--,--,,NC,--,,0.0,,
STX,Seagate Technology Holdings PLC,Neutral,Buy,HOLD,Neutral From Avoid,Equalweight,Hold,2.5,Moderate Buy,Bullish
SGEN,Seagen Inc,Neutral,--,,Long,Overweight,Hold,2.3,Moderate Buy,Bullish
SEE,Sealed Air Corp,Positive,--,BUY,Avoid,Overweight,Hold,2.4,Hold,Bullish
SHIP,Seanergy Maritime Holdings Corp.,Neutral,--,,NC,--,,2.3,Strong Buy,Bullish
SCMA,Seaport Calibre Materials Acquisitn Corp,--,--,,NC,--,,0.0,,
SGII,Seaport Global Acquisition II Corp,--,--,,NC,--,,0.0,,
SRCH,Searchlight Minerals Corp.,--,--,,NC,--,,0.0,,
SHLDQ,Sears Holdings Corp,Negative,Hold,,NC,--,Drop,2.0,,
SPNE,SeaSpine Holdings Corp,Negative,--,,NC,--,,1.5,Strong Buy,Bullish
SEAV,SEATech Ventures Corp,--,--,,NC,--,,0.0,,
SEAS,SeaWorld Entertainment Inc,Neutral,--,,NC,--,,2.2,Moderate Buy,Bullish
EYES,Second Sight Medical Products Inc,Neutral,--,,NC,--,,2.0,,
SECO,Secoo Holding Ltd - ADR,--,--,,NC,--,,1.0,,
SCWX,Secureworks Corp,Neutral,--,,Long,Equalweight,Hold,3.6,Hold,N/A
SFDL,Security Federal Corp,--,--,,NC,--,,0.0,,
SNFCA,Security National Financial Corp,Neutral,--,,Neutral From Avoid,--,Drop,0.0,,
SEEL,Seelos Therapeutics Inc,Negative,--,,NC,--,,1.6,Moderate Buy,Bullish
SEER,Seer Inc,Neutral,--,,NC,Equalweight,,2.8,Moderate Buy,Bullish
SGAMY,Sega Sammy Holdings Inc - ADR,--,--,,NC,--,,0.0,,
SEIC,SEI Investments Company,Neutral,--,HOLD,Long,Underweight,Sell,2.8,Hold,Bullish
SKHSY,Sekisui House Ltd - ADR,--,--,,NC,--,,0.0,,
WTTR,Select Energy Services Inc,Neutral,--,,NC,--,,2.3,N/A,Bullish
,Select Medical Holdings Corporation,Neutral,--,HOLD,Long,--,Sell,2.0,Moderate Buy,Bullish
SELB,Selecta Biosciences Inc,Positive,--,,NC,--,,1.5,Strong Buy,N/A
GBCS,Selectis Health Inc,--,--,,NC,--,,0.0,,
SIGI,Selective Insurance Group Inc,Neutral,--,HOLD,Neutral From Long,Overweight,Hold,2.9,Hold,Bullish
SLQT,SelectQuote Inc,Negative,--,SELL,NC,Equalweight,,3.0,Hold,Bullish
SLS,Sellas Life Sciences Group Inc,Negative,--,,NC,--,,1.8,Moderate Buy,N/A
SMFR,Sema4 Holdings Corp,Negative,--,,NC,--,,1.5,Strong Buy,N/A
LEDS,SemiLEDs Corporation,--,--,,NC,--,,0.0,,
SMLR,Semler Scientific Inc,Neutral,--,,NC,--,,2.0,Moderate Buy,Bullish
LGST,Semper Paratus Acquisition Corp,--,--,,NC,--,,0.0,,
SRE,Sempra Energy,Positive,Buy,BUY,Long,Equalweight,Hold,2.1,Moderate Buy,Bullish
SEMR,SEMrush Holdings Inc,Neutral,--,,NC,Equalweight,,2.6,Moderate Buy,Bullish
SMTC,Semtech Corporation,Neutral,--,HOLD,Neutral From Avoid,--,Hold,2.1,Strong Buy,Bullish
ASAI,Sendas Distribuidora SA (ADR),--,--,,NC,--,,1.5,N/A,Bullish
SNNF,Seneca Financial Corp,--,--,,NC,--,,0.0,,
SENEA,Seneca Foods Corp,Positive,--,HOLD,Long,--,Hold,0.0,N/A,Bullish
SNES,SenesTech Inc,Neutral,--,,NC,--,,2.0,Moderate Buy,N/A
SNRH,Senior Connect Acquisition Corp I,Neutral,--,,NC,--,,0.0,,
AIHS,Senmiao Technology Ltd,--,--,,NC,--,,0.0,N/A,Bullish
ST,Sensata Technologies Holding PLC,Neutral,--,,Long,Overweight,Hold,2.4,Moderate Buy,Bullish
SNSE,Sensei Biotherapeutics Inc,Negative,--,,NC,--,,2.3,Moderate Buy,Bullish
SENS,Senseonics Holdings Inc,Neutral,--,,NC,--,,2.8,Moderate Buy,Neutral
SXT,Sensient Technologies Corporation,Neutral,--,HOLD,Long,--,Sell,2.7,Hold,Bullish
SNT,Senstar Technologies Ltd,Neutral,--,,NC,--,,0.0,,
SRTS,Sensus Healthcare Inc,Positive,--,,NC,--,,2.0,Strong Buy,Bullish
SNTG,Sentage Holdings Inc,--,--,,NC,--,,0.0,,
SNTI,Senti Biosciences Inc,--,--,,NC,--,,0.0,,
SNBH,Sentient Brands Holdings Inc,--,--,,NC,--,,0.0,,
S,SentinelOne Inc,Neutral,--,,NC,Overweight,,2.1,Moderate Buy,Neutral
SQL,SeqLL Inc,--,--,,NC,--,,2.0,N/A,Bullish
SQNS,Sequans Communications SA ADR,Neutral,--,,NC,--,,1.6,Strong Buy,N/A
SERA,Sera Prognostics Inc,Negative,--,,NC,--,,1.8,Moderate Buy,N/A
MCRB,Seres Therapeutics Inc,Neutral,--,,NC,--,,1.9,Strong Buy,Bullish
SRG,Seritage Growth Properties,--,--,,NC,--,,3.0,N/A,Bullish
SCI,Service Corporation International,Neutral,--,HOLD,Neutral From Long,--,Hold,1.5,Moderate Buy,Bullish
SVC,Service Properties Trust,Neutral,--,SELL,NC,--,Drop,3.3,Moderate Sell,Bullish
NOW,ServiceNow Inc,Neutral,Buy,HOLD,Long,Overweight,Hold,1.7,Strong Buy,Bullish
SFBS,"ServisFirst Bancshares, Inc.",Positive,--,BUY,Long,--,Hold,3.0,N/A,Neutral
SVT,"Servotronics, Inc.",Neutral,--,,NC,--,,0.0,,
SES,SES AI Corp,Negative,--,,NC,--,,0.0,,
SESN,Sesen Bio Inc,Neutral,--,,NC,--,,3.0,N/A,Neutral
,Seven Hills Realty Trust,--,--,,NC,--,,0.0,Moderate Buy,N/A
SFL,SFL Corporation Ltd,Positive,--,,Avoid,--,Hold,2.2,Moderate Buy,Bullish
SGBX,SG Blocks Inc,--,--,,NC,--,,2.0,,
SGHC,SGHC Limited,Neutral,--,,NC,--,,1.8,Strong Buy,Bullish
SGSOY,SGS Ltd (ADR),--,--,,NC,--,,0.0,,
SHAK,Shake Shack Inc,Neutral,--,SELL,Long,Equalweight,Sell,2.5,Moderate Buy,Neutral
SHALY,Shangri-La Asia Limited  (ADR),--,--,,NC,--,,0.0,,
SHPW,Shapeways Holdings Inc,Neutral,--,,NC,--,,1.8,Moderate Buy,N/A
SHCR,Sharecare Inc,Negative,--,,NC,Equalweight,,2.0,Moderate Buy,N/A
SEII,Sharing Economy International Inc,--,--,,NC,--,,0.0,N/A,Bullish
SHRG,Sharing Services Global Corp,--,--,,NC,--,,0.0,,
SHCAY,Sharp Corporation (ADR),--,--,,NC,--,,3.0,,
SBET,Sharplink Gaming Ltd,--,--,,NC,--,,0.0,,
SMED,Sharps Compliance Corp.,Negative,--,,NC,--,Drop,3.0,Hold,Bullish
STSS,Sharps Technology Inc,--,--,,NC,--,,0.0,,
STTK,Shattuck Labs Inc,Neutral,--,,NC,--,,1.8,Strong Buy,N/A
SJR,Shaw Communications Inc (USA),Neutral,--,BUY,Neutral From Avoid,Equalweight,Sell,2.4,Strong Buy,Neutral
SAWLF,Shawcor Ltd (USA),--,--,,NC,--,,0.0,,
SHLX,Shell Midstream Partners LP,Neutral,--,,Long,--,Sell,3.3,Moderate Sell,Bullish
SHEL,Shell PLC (ADR),--,Buy,BUY,NC,--,,1.8,Strong Buy,Bullish
SHQA,Shelter Acquisition Corporation I,Neutral,--,,NC,--,,0.0,,
SHEN,Shenandoah Telecommunications Co,Neutral,--,SELL,Long,--,Sell,3.3,Hold,N/A
SHW,Sherwin-Williams Co,Negative,Buy,BUY,NC,Overweight,Hold,2.6,Moderate Buy,Bullish
SFT,Shift Technologies Inc,Negative,--,,NC,--,,2.5,Moderate Buy,Bullish
FOUR,Shift4 Payments Inc,Positive,--,,NC,Underweight,,2.2,Moderate Buy,Bullish
PIXY,ShiftPixy Inc,Negative,--,,NC,--,,0.0,,
SISI,Shineco Inc,--,--,,NC,--,,0.0,,
SHG,"Shinhan Financial Group Co., Ltd. (ADR)",--,--,,Neutral From Avoid,--,,1.0,N/A,Bullish
SSDOY,Shiseido Co. LTD. (ADR),--,--,,NC,--,,1.0,,
SHLS,Shoals Technologies Group Inc,Neutral,--,,NC,Equalweight,,2.2,Moderate Buy,Bullish
SWAV,Shockwave Medical Inc,Neutral,--,HOLD,NC,Equalweight,,1.9,Strong Buy,Bullish
SCVL,"Shoe Carnival, Inc.",Positive,--,HOLD,Neutral From Avoid,--,Hold,1.7,Moderate Buy,Bullish
SHOP,Shopify Inc (US),Negative,Buy,HOLD,Long,Equalweight,Hold,2.4,Moderate Buy,Bullish
SHBI,"Shore Bancshares, Inc.",Positive,--,,NC,--,,2.0,,
SSTI,Shotspotter Inc,Neutral,--,,Long,--,,1.9,Moderate Buy,Neutral
SUAC,Shoulderup Technology Acquisition Corp,--,--,,NC,--,,0.0,,
SHUA,SHUAA Partners Acquisition Corp I,--,--,,NC,--,,0.0,,
SSTK,Shutterstock Inc,Neutral,--,HOLD,Long,Equalweight,Hold,2.0,Strong Buy,Bullish
SHYF,Shyft Group Inc,Positive,--,,NC,--,Drop,1.8,Moderate Buy,N/A
SIBN,SI-Bone Inc,Negative,--,,NC,Overweight,,1.7,Strong Buy,N/A
SNNC,Sibannac Inc,--,--,,NC,--,,0.0,,
SBSW,Sibanye Stillwater Ltd (ADR),--,--,,NC,--,,1.9,Strong Buy,Bullish
SDCH,SideChannel Inc,--,--,,NC,--,,0.0,,
SIDU,Sidus Space Inc,--,--,,NC,--,,0.0,,
SIEB,Siebert Financial Corp.,Negative,--,,NC,--,,0.0,,
SIEGY,Siemens AG (ADR),--,Hold,,NC,--,Drop,2.0,N/A,Bullish
SIEN,Sientra Inc,Negative,--,,NC,--,,1.4,Strong Buy,N/A
BSRR,Sierra Bancorp,Positive,--,,NC,--,,2.7,Hold,Bullish
SIER,Sierra Lake Acquisition Corp,--,--,,NC,--,,0.0,,
SWIR,"Sierra Wireless, Inc. (USA)",Neutral,--,HOLD,Long,--,Drop,3.0,Moderate Buy,Bullish
SIF,SIFCO Industries Inc,--,--,,NC,--,,0.0,,
SIFY,Sify Technologies Limited (ADR),Negative,--,,Long,--,Sell,2.0,,
SIGA,"SIGA Technologies, Inc.",Neutral,--,,NC,--,Drop,0.0,N/A,Bullish
SGHT,Sight Sciences Inc,Neutral,--,,NC,Overweight,,1.8,Moderate Buy,Bullish
SGTX,Sigilon Therapeutics Inc,Negative,--,,NC,Equalweight,,2.0,,
SASI,Sigma Labs Inc,Neutral,--,,NC,--,,2.0,,
SGMA,SigmaTron International Inc,Neutral,--,,Long,--,Hold,0.0,N/A,Bullish
SSU,SIGNA Sports United NV,Negative,--,,NC,--,,1.5,Moderate Buy,N/A
SIGL,Signal Advance Inc,--,--,,NC,--,,0.0,,
,Signal Hill Acquisition Corp,--,--,,NC,--,,0.0,,
SBNY,Signature Bank,Positive,--,BUY,Neutral From Avoid,Overweight,Hold,1.6,Strong Buy,Bullish
SIG,Signet Jewelers Ltd.,Positive,--,HOLD,Long,--,Hold,2.3,Moderate Buy,Bullish
SGFY,Signify Health Inc,Neutral,--,,NC,--,,1.8,Strong Buy,N/A
SIGY,Sigyn Therapeutics Inc,--,--,,NC,--,,0.0,,
SILXY,Silex Systems Ltd (ADR),--,--,,NC,--,,0.0,,
SLGN,Silgan Holdings Inc.,Neutral,--,BUY,Long,--,Hold,2.3,Moderate Buy,Bullish
SILC,Silicom Ltd.,Positive,--,,Long,--,Hold,2.0,Moderate Buy,Bullish
SLAB,Silicon Laboratories Inc,Positive,--,HOLD,Long,Equalweight,Buy,2.5,Strong Buy,N/A
SIMO,Silicon Motion Technology Corp. (ADR),Neutral,--,,Avoid,Equalweight,Hold,2.5,Hold,Bullish
SILK,Silk Road Medical Inc,Neutral,Buy,HOLD,NC,--,Hold,2.1,Moderate Buy,Neutral
SILO,Silo Pharma Inc,--,--,,NC,--,,0.0,,
SLCR,Silver Crest Acquisition Corp,--,--,,NC,--,,0.0,,
SPKB,Silver Spike Acquisition Corp II,Neutral,--,,NC,--,,0.0,,
SSIC,Silver Spike Investment Corp,--,--,,NC,--,,2.5,,
SBTX,Silverback Therapeutics Inc,Negative,--,,NC,--,,3.0,Hold,N/A
SBOW,SilverBow Resources Inc,Neutral,--,,NC,--,,2.0,Moderate Buy,Bullish
SVM,Silvercorp Metals Inc,--,--,,NC,--,,2.7,Hold,Bullish
SAMG,Silvercrest Asset Management Group Inc,Positive,--,,NC,--,,1.5,Moderate Buy,Bullish
SI,Silvergate Capital Corp,Neutral,--,,NC,Equalweight,,1.7,Strong Buy,Bullish
SLVR,SilverSPAC Inc,--,--,,NC,--,,0.0,,
SSNT,SilverSun Technologies Inc,--,--,,NC,--,,2.0,,
SMWB,Similarweb Ltd,Neutral,--,,NC,--,,1.5,Strong Buy,Bullish
SFNC,Simmons First National Corporation,Neutral,--,HOLD,Neutral From Avoid,--,Hold,3.2,Moderate Sell,N/A
SPGS,Simon Property Group Acqustn Hldngs Inc,Neutral,--,,NC,--,,0.0,,
SPG,Simon Property Group Inc,Neutral,Buy,SELL,Neutral From Avoid,Overweight,Hold,2.3,Moderate Buy,Bullish
SMPL,Simply Good Foods Co,Neutral,--,SELL,NC,Equalweight,,1.8,Moderate Buy,Bullish
SIMPQ,Simply Inc,--,--,,NC,--,,0.0,Moderate Buy,N/A
SSD,"Simpson Manufacturing Co, Inc.",Positive,--,BUY,Neutral From Long,--,Hold,1.8,Moderate Buy,Bullish
SMSMY,Sims Ltd (ADR),--,--,,NC,--,,3.0,,
SMEV,Simulated Environment Concepts Inc,--,--,,NC,--,,1.0,,
SLP,Simulations Plus Inc,Neutral,--,HOLD,Long,--,Sell,2.0,Moderate Buy,Bullish
SINC,Sincerity Applied Materials Hldngs Corp,--,--,,NC,--,,0.0,,
SBGI,Sinclair Broadcast Group Inc,Neutral,--,,Neutral From Avoid,--,Sell,2.5,Moderate Buy,N/A
MICS,Singing Machine Company Inc,Negative,--,,NC,--,,0.0,,
SING,Singlepoint Inc,--,--,,NC,--,,0.0,,
OMIC,Singular Genomics Systems Inc,Negative,--,,NC,--,,2.8,Moderate Buy,N/A
SGLY,Singularity Future Technology Ltd,--,--,,NC,--,,0.0,N/A,Bearish
OILY,Sino American Oil Co,--,--,,NC,--,,0.0,,
SFBE,Sino Bioenergy Corp,--,--,,NC,--,,0.0,,
SNLAY,Sino Land Co Ltd - ADR,--,--,,NC,--,,0.0,,
SUIC,Sino United Worldwide Consolidated Ltd,--,--,,NC,--,,0.0,,
SHI,Sinopec Shanghai Petrochemical Co. (ADR),--,--,,Avoid,--,,4.0,,
SINT,SINTX Technologies Inc,Negative,--,,NC,--,,2.0,Moderate Buy,N/A
SIOX,Sio Gene Therapies Inc,Negative,--,,NC,--,,2.5,Moderate Sell,Bullish
SIPN,SIPP International Industries Inc,--,--,,NC,--,,0.0,,
SPUP,Sipup Corp,--,--,,NC,--,,0.0,,
SIRI,Sirius XM Holdings Inc,Neutral,--,,Long,Underweight,Sell,2.6,Moderate Buy,Bullish
SPNT,Siriuspoint Ltd,Negative,--,SELL,NC,--,,3.0,,
SIRE,Sisecam Resources LP,Positive,--,,NC,--,Hold,0.0,N/A,Bullish
SITC,Site Centers Corp,Neutral,--,SELL,NC,Equalweight,Drop,2.5,Hold,Bullish
SITE,SiteOne Landscape Supply Inc,Neutral,--,,Neutral From Avoid,--,Hold,2.6,Hold,Bullish
SITM,SiTime Corp,Negative,--,HOLD,NC,--,,1.7,Strong Buy,Bullish
STR^I16,Sitio Royalties Corp,Positive,--,,NC,--,,2.0,Strong Buy,Bullish
SIX,Six Flags Entertainment Corp,Positive,--,HOLD,Neutral From Avoid,--,Hold,1.9,Moderate Buy,Bullish
TSLX,Sixth Street Specialty Lending Inc,Neutral,--,,NC,--,,2.0,Strong Buy,Bullish
SYTA,Siyata Mobile Inc,Negative,--,,NC,--,,2.0,Moderate Buy,N/A
SZZL,Sizzle Acquisition Corp,--,--,,NC,--,,0.0,,
SJW,SJW Group,Neutral,--,,Long,--,Hold,2.2,Moderate Buy,Bullish
SKGRU,SK Growth Opportunities Corp,--,--,,NC,--,,0.0,,
SKM,SK Telecom Co Ltd (ADR),--,--,,Neutral From Avoid,--,,1.0,N/A,Bearish
SKBSY,Skanska AB - ADR,--,--,,NC,--,,0.0,,
SKX,Skechers USA Inc,Neutral,Buy,HOLD,Long,Overweight,Hold,1.9,Strong Buy,Bullish
SKFRY,SKF AB (ADR),--,--,,NC,--,,1.0,Hold,N/A
EDTK,Skillful Craftsman Education Tech Ltd,Neutral,--,,NC,--,,0.0,,
SKIL,Skillsoft Corp,Neutral,--,,NC,--,,2.2,Moderate Buy,N/A
SKLZ,Skillz Inc,Neutral,--,,NC,--,,2.5,Moderate Buy,Neutral
SKKY,Skkynet Cloud Systems Inc,--,--,,NC,--,,0.0,,
SKYH,Sky Harbour Group Corp,Negative,--,,NC,--,,0.0,N/A,Bullish
SKYA,Skydeck Acquisition Corp,--,--,,NC,--,,0.0,,
